OCCUPATION_TYPE,EMP_STATE,EMP_COUNTRY,EMP_NAICS,EMP_YEAR_COMMENCED,EMP_WORKER_INTEREST,EMP_RELATIONSHIP_WORKER,EMP_POC_STATE,EMP_POC_COUNTRY,ATTY_AG_REP_TYPE,ATTY_AG_MIDDLE_NAME,ATTY_AG_CITY,ATTY_AG_STATE,ATTY_AG_POSTAL_CODE,ATTY_AG_COUNTRY,ATTY_AG_GOOD_STANDING_STATE,ATTY_AG_GOOD_STANDING_COURT,FW_INFO_APPX_A_ATTACHED,PWD_SOC_CODE,PWD_SOC_TITLE,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,IS_APPENDIX_B_ATTACHED,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_ACCEPT_DIPLOMA_PWD,OTHER_REQ_IS_FW_CURRENTLY_WRK,OTHER_REQ_EMP_RELY_EXP,OTHER_REQ_JOB_EMP_PREMISES,OTHER_REQ_JOB_COMBO_OCCUP,OTHER_REQ_JOB_FOREIGN_LANGUAGE,OTHER_REQ_JOB_REQ_EXCEED,OTHER_REQ_EMP_USE_CREDENTIAL,OTHER_REQ_EMP_REC_PAYMENT,OTHER_REQ_EMP_LAYOFF,RECR_INFO_RECRUIT_SUPERVISED_REQ,RECR_INFO_IS_NEWSPAPER_SUNDAY,RECR_INFO_RECRUIT_AD_TYPE,RECR_OCC_EMP_WEBSITE_FROM,RECR_OCC_LOCAL_NEWSPAPER_TO,NOTICE_POST_BARGAIN_REP,NOTICE_POST_BARGAIN_REP_PHYSICAL,NOTICE_POST_BARGAIN_REP_ELECTRONIC,NOTICE_POST_BARGAIN_REP_INHOUSE,NOTICE_POST_BARGAIN_REP_PRIVATE,NOTICE_POST_EMP_NOT_POSTED,EMP_CERTIFY_COMPLIANCE,RECEIVED_YEAR,RECEIVED_MONTH,WAGE_BAND,CASE_STATUS_CLEAN,OUTCOME_BINARY,DAYS_TO_DECISION,DECISION_YEAR,DECISION_MONTH
Non-professional,NY,UNITED STATES OF AMERICA,711219.0,1985.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,David,Norman,OK,73069,UNITED STATES OF AMERICA,OK,Oklahoma Supreme Court,Y,39-2021.00,Animal Caretakers,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,,N,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,487.0,2025,2025-03
Non-professional,IN,UNITED STATES OF AMERICA,72111.0,1985.0,N,N,IN,UNITED STATES OF AMERICA,Attorney,,Buena Park,CA,90621,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Year,Business Premises,TX,"Austin-Round Rock, TX",N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,503.0,2025,2025-01
Non-professional,FL,UNITED STATES OF AMERICA,541614.0,2013.0,N,N,FL,UNITED STATES OF AMERICA,,,,,,,,,Y,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Year,Business Premises,OR,"Portland-Vancouver-Hillsboro, OR-WA",N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,508.0,2025,2025-03
Non-professional,GA,UNITED STATES OF AMERICA,311615.0,2004.0,N,N,GA,UNITED STATES OF AMERICA,,,,,,,,,Y,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Year,Business Premises,GA,South Georgia nonmetropolitan area,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,485.0,2025,2025-03
Non-professional,DC,UNITED STATES OF AMERICA,7225.0,2020.0,N,N,DC,UNITED STATES OF AMERICA,Attorney,M,Alexandria,VA,22314,UNITED STATES OF AMERICA,NY,New York Court of Appeals,Y,35-2014.00,"Cooks, Restaurant",Year,Business Premises,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,434.0,2024,2024-10
Professional occupation,CA,UNITED STATES OF AMERICA,51121.0,2012.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Zaritzky,Lincoln,NE,68512,UNITED STATES OF AMERICA,CA,Supreme Court of California,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-07-19 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,469.0,2025,2025-01
Non-professional,WI,UNITED STATES OF AMERICA,624120.0,1981.0,N,N,WI,UNITED STATES OF AMERICA,Attorney,,San Gabriel,CA,91776,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,31-1121.00,Home Health Aides,Year,No one specific worksite address or physical location,,,Y,Y,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-10,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,495.0,2025,2025-02
Non-professional,FL,UNITED STATES OF AMERICA,2383.0,2014.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,Moraes,Coral Springs,FL,33065,UNITED STATES OF AMERICA,FL,Florida Supreme Court,Y,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Year,Business Premises,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,492.0,2025,2025-01
Non-professional,TX,UNITED STATES OF AMERICA,722511.0,2021.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,,LOS ANGELES,CA,90010,UNITED STATES OF AMERICA,CA,SUPREME COURT OF CALIFORNIA,Y,35-2021.00,Food Preparation Workers,Year,Business Premises,TX,"Houston-The Woodlands-Sugar Land, TX",N,N,Y,N,,N,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,484.0,2025,2025-01
Professional occupation,TX,UNITED STATES OF AMERICA,561320.0,2010.0,N,N,TX,UNITED STATES OF AMERICA,,,,,,,,,Y,29-2011.00,Medical and Clinical Laboratory Technologists,Hour,No one specific worksite address or physical location,,,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-07-13 00:00:00,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,449.0,2024,2024-12
Professional occupation,IL,UNITED STATES OF AMERICA,62211.0,1992.0,N,N,IL,UNITED STATES OF AMERICA,Attorney,Rae,Excelsior,MN,55331,UNITED STATES OF AMERICA,MN,Supreme Court,Y,29-2011.00,Medical and Clinical Laboratory Technologists,Year,Business Premises,IL,"Davenport-Moline-Rock Island, IA-IL",Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-05-24 00:00:00,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,501.0,2025,2025-02
Professional occupation,CA,UNITED STATES OF AMERICA,511210.0,2012.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,P.V(#5889079),SAN FRANCISCO,CA,94111,UNITED STATES OF AMERICA,NY,New York Court of Appeals,Y,15-1252.00,Software Developers,Year,Business Premises,WA,"Seattle-Tacoma-Bellevue, WA",N,N,Y,N,Y,Y,N,N,N,N,Y,,N,N,N,Y,Newspaper of General Circulation,,2023-04-20 00:00:00,N,Y,N,N,N,N,Y,2023,2023-08,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,474.0,2024,2024-11
College/University Teacher,MD,UNITED STATES OF AMERICA,611310.0,1856.0,N,N,MD,UNITED STATES OF AMERICA,Attorney,Anne,Washington,DC,20005,UNITED STATES OF AMERICA,DC,District of Columbia Court of Appeals,Y,25-1011.00,"Business Teachers, Postsecondary",Year,Business Premises,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,,,,,N,Y,N,N,N,N,Y,2023,2023-09,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,489.0,2025,2025-01
Non-professional,MA,UNITED STATES OF AMERICA,311991.0,2007.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,WI,Wisconsin Supreme Court,Y,51-2092.00,Team Assemblers,Hour,Business Premises,MA,"Springfield, MA-CT",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,460.0,2024,2024-11
Non-professional,NC,UNITED STATES OF AMERICA,721110.0,1985.0,N,N,NC,UNITED STATES OF AMERICA,Attorney,,San Diego,CA,92192,UNITED STATES OF AMERICA,MA,Massachusetts Supreme Judicial Court,Y,37-2012.00,Maids and Housekeeping Cleaners,Year,Business Premises,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,,N,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,489.0,2025,2025-03
Professional occupation,MA,UNITED STATES OF AMERICA,511210.0,2009.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,K,Boston,MA,2116,UNITED STATES OF AMERICA,MA,Supreme Judicial Court,Y,13-1082.00,Project Management Specialists,Year,Business Premises,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,N,Y,N,,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-08-10 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,498.0,2025,2025-01
Non-professional,GA,UNITED STATES OF AMERICA,811192.0,2006.0,N,N,GA,UNITED STATES OF AMERICA,,,,,,,,,Y,53-7061.00,Cleaners of Vehicles and Equipment,Year,Business Premises,GA,"Atlanta-Sandy Springs-Roswell, GA",N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,413.0,2024,2024-10
Professional occupation,NC,UNITED STATES OF AMERICA,52211.0,1904.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,,NEW YORK,NY,10018,UNITED STATES OF AMERICA,NY,SUPREME COURT,Y,15-2051.00,Data Scientists,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-04-19 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,436.0,2024,2024-12
Professional occupation,FL,UNITED STATES OF AMERICA,541511.0,2019.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,,Dallas,TX,75230,UNITED STATES OF AMERICA,TX,Texas Supreme Court,Y,15-1252.00,Software Developers,Year,Business Premises,FL,"Orlando-Kissimmee-Sanford, FL",N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,2023-06-06 00:00:00,2023-06-17 00:00:00,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,504.0,2025,2025-01
Professional occupation,AR,UNITED STATES OF AMERICA,452210.0,1962.0,N,N,AR,UNITED STATES OF AMERICA,Attorney,,NEW YORK,NY,10018,UNITED STATES OF AMERICA,NY,"NYS APPELLATE DIVISION, SECOND DEPARTMENT",Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-05-25 00:00:00,2023-06-02 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-11,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,507.0,2025,2025-04
Professional occupation,CA,UNITED STATES OF AMERICA,541511.0,1998.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,C.,New York,NY,10018,UNITED STATES OF AMERICA,NY,New York Court of Appeals,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-03-01 00:00:00,2023-04-28 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-08,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,453.0,2024,2024-11
Professional occupation,CA,UNITED STATES OF AMERICA,524126.0,2013.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,San Francisco,CA,94111,UNITED STATES OF AMERICA,NJ,Supreme Court,Y,15-1253.00,Software Quality Assurance Analysts and Testers,Year,Business Premises,AZ,"Phoenix-Mesa-Scottsdale, AZ",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,Y,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,451.0,2024,2024-12
Professional occupation,NY,UNITED STATES OF AMERICA,541511.0,2002.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,Russell,New York,NY,10017,UNITED STATES OF AMERICA,NY,Court of Appeals,Y,15-1254.00,Web Developers,Year,Business Premises,MI,"Ann Arbor, MI",N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-11,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,493.0,2025,2025-04
Professional occupation,MA,UNITED STATES OF AMERICA,541511.0,2011.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,Maria,Chicago,IL,60606,UNITED STATES OF AMERICA,MA,Supreme Judicial Couty,Y,15-1241.00,Computer Network Architects,Year,Business Premises,MA,"Boston-Cambridge-Nashua, MA-NH",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-06-30 00:00:00,N,Y,N,N,N,N,Y,2023,2023-09,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,520.0,2025,2025-02
Non-professional,FL,UNITED STATES OF AMERICA,722513.0,2013.0,N,N,FL,UNITED STATES OF AMERICA,Attorney,,Nashville,TN,37212,UNITED STATES OF AMERICA,WI,Wisconsin Supreme Court,Y,35-3023.00,Fast Food and Counter Workers,Hour,No one specific worksite address or physical location,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,456.0,2024,2024-11
Professional occupation,CA,UNITED STATES OF AMERICA,541511.0,1998.0,N,N,TX,UNITED STATES OF AMERICA,Attorney,C.,New York,NY,10018,UNITED STATES OF AMERICA,NY,New York Court of Appeals,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-02-21 00:00:00,2023-04-28 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-08,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,463.0,2024,2024-11
Professional occupation,CA,UNITED STATES OF AMERICA,334111.0,1977.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,E,San Francisco,CA,94111,UNITED STATES OF AMERICA,NC,North Carolina Supreme Court,Y,17-2199.05,Mechatronics Engineers,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-06-30 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-10,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,500.0,2025,2025-02
Non-professional,FL,UNITED STATES OF AMERICA,541614.0,2013.0,N,N,FL,UNITED STATES OF AMERICA,,,,,,,,,Y,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Year,Business Premises,TX,"San Antonio-New Braunfels, TX",N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,492.0,2025,2025-01
Professional occupation,UT,UNITED STATES OF AMERICA,488510.0,2000.0,N,N,UT,UNITED STATES OF AMERICA,Attorney,Hwang,Pasadena,CA,91101,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,13-2011.00,Accountants and Auditors,Year,Business Premises,UT,"Provo-Orem, UT",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-08-01 00:00:00,2023-08-04 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,485.0,2025,2025-01
Professional occupation,MI,UNITED STATES OF AMERICA,541420.0,1984.0,N,N,MI,UNITED STATES OF AMERICA,Attorney,Thomas,Troy,MI,48084,UNITED STATES OF AMERICA,MI,Michigan Supreme Court,Y,17-2141.00,Mechanical Engineers,Year,Business Premises,MI,"Detroit-Warren-Dearborn, MI",Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,2023-06-19 00:00:00,,N,Y,N,N,N,N,Y,2023,2023-08,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,435.0,2024,2024-10
Professional occupation,CA,UNITED STATES OF AMERICA,621512.0,1983.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,A,Los Angeles,CA,90017,UNITED STATES OF AMERICA,CA,Supreme Court,Y,19-2012.00,Physicists,Year,Business Premises,CA,"Los Angeles-Long Beach-Anaheim, CA",N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Newspaper of General Circulation,,2023-08-18 00:00:00,N,Y,N,N,N,N,Y,2023,2023-10,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,511.0,2025,2025-03
Non-professional,,GEORGIA,311615.0,1999.0,N,N,GA,UNITED STATES OF AMERICA,,,,,,,,,Y,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Year,Business Premises,GA,North Georgia nonmetropolitan area,N,N,Y,N,,N,N,N,N,N,,,N,N,N,N,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-10,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,501.0,2025,2025-02
Non-professional,MO,UNITED STATES OF AMERICA,56173.0,1994.0,N,N,MO,UNITED STATES OF AMERICA,Attorney,,St. Louis,MO,63118,UNITED STATES OF AMERICA,MO,Missouri Supreme Court,Y,37-3011.00,Landscaping and Groundskeeping Workers,Year,Business Premises,MO,"St. Louis, MO-IL",Y,Y,Y,N,,Y,N,N,N,N,,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-08,"(5.999, 37606.4]",CERTIFIED - EXPIRED,OTHER_OUTCOME,471.0,2024,2024-11
Professional occupation,NY,UNITED STATES OF AMERICA,325620.0,1978.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,Rahman,New York,NY,10022,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,13-1041.07,Regulatory Affairs Specialists,Year,Business Premises,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,2023-05-24 00:00:00,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,465.0,2024,2024-12
Professional occupation,NJ,UNITED STATES OF AMERICA,541519.0,2013.0,N,N,NJ,UNITED STATES OF AMERICA,Attorney,V,SOUTH PLAINFIELD,NJ,7080,UNITED STATES OF AMERICA,NY,APPELLATE COURT,Y,15-1252.00,Software Developers,Year,Business Premises,NJ,"Trenton, NJ",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-05-15 00:00:00,2023-05-14 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,511.0,2025,2025-01
Professional occupation,MA,UNITED STATES OF AMERICA,5417.0,2021.0,N,N,MA,UNITED STATES OF AMERICA,Attorney,I.,BOSTON,MA,2110,UNITED STATES OF AMERICA,MA,SUPREME JUDICIAL COURT,Y,15-1252.00,Software Developers,Year,Business Premises,MA,"Boston-Cambridge-Nashua, MA-NH",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,2023-07-07 00:00:00,,N,Y,Y,Y,N,N,Y,2023,2023-09,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,438.0,2024,2024-12
Professional occupation,CA,UNITED STATES OF AMERICA,541512.0,2000.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,,San Francisco,CA,94105,UNITED STATES OF AMERICA,CA,CA Supreme Court,Y,15-1211.00,Computer Systems Analysts,Year,Business Premises,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-07-21 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-10,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,476.0,2025,2025-02
Professional occupation,NY,UNITED STATES OF AMERICA,52315.0,1997.0,N,N,NY,UNITED STATES OF AMERICA,Attorney,GLORIA,NEW YORK,NY,10018,UNITED STATES OF AMERICA,NY,COURT OF APPEALS,Y,13-1082.00,Project Management Specialists,Year,Business Premises,TX,"Dallas-Fort Worth-Arlington, TX",N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,2023-05-30 00:00:00,,N,Y,N,Y,N,N,Y,2023,2023-09,"(99507.0, 139693.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,456.0,2024,2024-12
Professional occupation,GA,UNITED STATES OF AMERICA,541612.0,1998.0,N,N,GA,UNITED STATES OF AMERICA,Attorney,F.,Cincinnati,OH,45202,UNITED STATES OF AMERICA,OH,Federal,Y,15-1252.00,Software Developers,Year,Business Premises,GA,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,Newspaper of General Circulation,,2023-07-05 00:00:00,N,Y,Y,N,N,N,Y,2023,2023-10,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,490.0,2025,2025-03
Professional occupation,WA,UNITED STATES OF AMERICA,541330.0,1929.0,N,N,WA,UNITED STATES OF AMERICA,Attorney,Alejandra,Moon Township,PA,15108,UNITED STATES OF AMERICA,TX,Supreme Court,Y,17-2071.00,Electrical Engineers,Year,Business Premises,WA,Eastern Washington nonmetropolitan area,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,2023-04-17 00:00:00,,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,506.0,2025,2025-02
Professional occupation,FL,UNITED STATES OF AMERICA,5416.0,1999.0,N,N,FL,UNITED STATES OF AMERICA,,,,,,,,,Y,15-1252.00,Software Developers,Year,Employee's private residence (when work is performed directly out of the residence),TX,"Dallas-Fort Worth-Arlington, TX",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-04-29 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-08,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,448.0,2024,2024-11
Professional occupation,CA,UNITED STATES OF AMERICA,511210.0,2012.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Michael,SAN FRANCISCO,CA,94111,UNITED STATES OF AMERICA,NY,NEW YORK COURT OF APPEALS,Y,15-1252.00,Software Developers,Year,Business Premises,CA,"San Francisco-Oakland-Hayward, CA",N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Newspaper of General Circulation,,2023-05-10 00:00:00,N,Y,N,Y,N,N,Y,2023,2023-11,"(139693.0, 12839800.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,519.0,2025,2025-04
Professional occupation,CA,UNITED STATES OF AMERICA,3342.0,1996.0,N,N,CA,UNITED STATES OF AMERICA,Attorney,Oanh,San Jose,CA,95134,UNITED STATES OF AMERICA,CA,Supreme Court of California,Y,15-1241.00,Computer Network Architects,Year,Business Premises,WA,Eastern Washington nonmetropolitan area,N,N,Y,N,Y,Y,N,N,N,N,Y,,N,N,N,Y,Newspaper of General Circulation,,,N,Y,Y,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,468.0,2025,2025-01
Non-professional,NV,UNITED STATES OF AMERICA,522291.0,2001.0,N,N,NV,UNITED STATES OF AMERICA,Attorney,B,LOS ANGELES,CA,90067,UNITED STATES OF AMERICA,CA,California Supreme Court,Y,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Year,Business Premises,NV,"Las Vegas-Henderson-Paradise, NV",N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,Y,Newspaper of General Circulation,,,N,Y,N,N,N,N,Y,2023,2023-09,"(37606.4, 99507.0]",CERTIFIED - EXPIRED,OTHER_OUTCOME,481.0,2025,2025-01
